,county,state_name,month,days_of_rain,highCelsius,lowCelsius
3645,St Joseph,Indiana,October,8,17,6
3646,St Joseph,Indiana,November,9,9,1
3647,St Joseph,Indiana,December,9,2,-5
3648,Tippecanoe,Indiana,May,9,23,11
3649,Tippecanoe,Indiana,June,8,27,16
3650,Tippecanoe,Indiana,July,7,29,17
3651,Tippecanoe,Indiana,August,7,28,16
3652,Tippecanoe,Indiana,January,6,0,-9
3653,Tippecanoe,Indiana,February,6,3,-7
3654,Tippecanoe,Indiana,March,7,9,-1
3655,Tippecanoe,Indiana,April,8,16,4
3660,Tippecanoe,Indiana,septiembre,6,25,12
3661,Tippecanoe,Indiana,October,7,18,6
3662,Tippecanoe,Indiana,November,7,10,0
3663,Tippecanoe,Indiana,December,7,3,-6
3664,Vanderburgh,Indiana,May,9,25,13
3665,Vanderburgh,Indiana,June,7,30,18
3666,Vanderburgh,Indiana,July,7,32,20
3667,Vanderburgh,Indiana,August,5,31,19
3668,Vanderburgh,Indiana,January,7,5,-5
3669,Vanderburgh,Indiana,February,6,7,-3
3670,Vanderburgh,Indiana,March,9,14,2
3671,Vanderburgh,Indiana,April,8,20,7
3676,Vanderburgh,Indiana,septiembre,5,27,15
3677,Vanderburgh,Indiana,October,6,21,8
3678,Vanderburgh,Indiana,November,7,13,3
3679,Vanderburgh,Indiana,December,8,7,-2
3680,Vigo,Indiana,May,9,25,12
3681,Vigo,Indiana,June,8,29,16
3682,Vigo,Indiana,July,8,31,18
3683,Vigo,Indiana,August,6,30,17
3684,Vigo,Indiana,January,7,3,-8
3685,Vigo,Indiana,February,6,6,-6
3686,Vigo,Indiana,March,8,12,0
3687,Vigo,Indiana,April,9,19,6
3692,Vigo,Indiana,septiembre,6,27,13
3693,Vigo,Indiana,October,6,20,6
3694,Vigo,Indiana,November,7,13,1
3695,Vigo,Indiana,December,7,6,-5
3696,Wayne,Indiana,May,10,23,10
3697,Wayne,Indiana,June,9,27,15
3698,Wayne,Indiana,July,7,29,17
3699,Wayne,Indiana,August,6,28,16
3700,Wayne,Indiana,January,8,2,-8
3701,Wayne,Indiana,February,7,4,-6
3702,Wayne,Indiana,March,8,10,-1
3703,Wayne,Indiana,April,9,17,4
3708,Wayne,Indiana,septiembre,6,25,12
3709,Wayne,Indiana,October,7,18,6
3710,Wayne,Indiana,November,7,11,0
3711,Wayne,Indiana,December,8,4,-5
3712,Black Hawk,Iowa,May,9,22,9
3713,Black Hawk,Iowa,June,8,27,15
3714,Black Hawk,Iowa,July,7,29,17
3715,Black Hawk,Iowa,August,6,28,15
3716,Black Hawk,Iowa,January,4,-4,-14
3717,Black Hawk,Iowa,February,4,-1,-11
3718,Black Hawk,Iowa,March,6,7,-4
3719,Black Hawk,Iowa,April,8,15,3
3724,Black Hawk,Iowa,septiembre,6,24,10
3725,Black Hawk,Iowa,October,6,16,4
3726,Black Hawk,Iowa,November,5,7,-3
3727,Black Hawk,Iowa,December,5,-1,-10
3728,Dallas,Iowa,May,10,22,11
3729,Dallas,Iowa,June,9,27,16
3730,Dallas,Iowa,July,6,29,19
3731,Dallas,Iowa,August,7,28,17
3732,Dallas,Iowa,January,4,-1,-11
3733,Dallas,Iowa,February,5,1,-9
3734,Dallas,Iowa,March,6,9,-2
3735,Dallas,Iowa,April,8,17,4
3740,Dallas,Iowa,septiembre,6,25,13
3741,Dallas,Iowa,October,6,17,6
3742,Dallas,Iowa,November,4,9,-1
3743,Dallas,Iowa,December,5,1,-8
3744,Dubuque,Iowa,May,9,21,9
3745,Dubuque,Iowa,June,8,26,15
3746,Dubuque,Iowa,July,7,28,17
3747,Dubuque,Iowa,August,7,27,16
3748,Dubuque,Iowa,January,5,-4,-12
3749,Dubuque,Iowa,February,5,-1,-10
3750,Dubuque,Iowa,March,7,6,-3
3751,Dubuque,Iowa,April,9,14,3
3756,Dubuque,Iowa,septiembre,7,23,11
3757,Dubuque,Iowa,October,6,16,5
3758,Dubuque,Iowa,November,6,7,-2
3759,Dubuque,Iowa,December,6,-1,-9
3760,Johnson,Iowa,May,8,23,11
3761,Johnson,Iowa,June,9,28,16
3762,Johnson,Iowa,July,6,29,18
3763,Johnson,Iowa,August,6,28,17
3764,Johnson,Iowa,January,3,-1,-10
3765,Johnson,Iowa,February,4,2,-8
3766,Johnson,Iowa,March,6,9,-2
3767,Johnson,Iowa,April,8,17,4
3772,Johnson,Iowa,septiembre,5,25,12
3773,Johnson,Iowa,October,6,18,5
3774,Johnson,Iowa,November,5,10,-1
3775,Johnson,Iowa,December,4,2,-7
3776,Linn,Iowa,May,9,23,10
3777,Linn,Iowa,June,9,28,16
3778,Linn,Iowa,July,7,30,18
3779,Linn,Iowa,August,7,28,17
3780,Linn,Iowa,January,4,-2,-11
3781,Linn,Iowa,February,4,1,-9
3782,Linn,Iowa,March,6,9,-2
3783,Linn,Iowa,April,8,17,4
3788,Linn,Iowa,septiembre,6,25,12
3789,Linn,Iowa,October,6,18,6
3790,Linn,Iowa,November,6,9,-1
3791,Linn,Iowa,December,5,1,-8
3792,Polk,Iowa,May,9,23,11
3793,Polk,Iowa,June,8,28,16
3794,Polk,Iowa,July,7,31,19
3795,Polk,Iowa,August,7,30,18
3796,Polk,Iowa,January,3,1,-9
3797,Polk,Iowa,February,3,3,-7
3798,Polk,Iowa,March,5,10,-1
3799,Polk,Iowa,April,7,18,5
3804,Polk,Iowa,septiembre,6,25,13
3805,Polk,Iowa,October,6,18,6
3806,Polk,Iowa,November,5,10,0
3807,Polk,Iowa,December,4,3,-7
3808,Pottawattamie,Iowa,May,10,23,10
3809,Pottawattamie,Iowa,June,8,28,15
3810,Pottawattamie,Iowa,July,6,30,18
3811,Pottawattamie,Iowa,August,6,29,16
3812,Pottawattamie,Iowa,January,3,-1,-12
3813,Pottawattamie,Iowa,February,3,2,-9
3814,Pottawattamie,Iowa,March,5,9,-3
3815,Pottawattamie,Iowa,April,8,17,3
3820,Pottawattamie,Iowa,septiembre,6,25,11
3821,Pottawattamie,Iowa,October,5,18,4
3822,Pottawattamie,Iowa,November,4,9,-3
3823,Pottawattamie,Iowa,December,3,1,-9
3824,Scott,Iowa,May,9,22,10
3825,Scott,Iowa,June,9,27,16
3826,Scott,Iowa,July,6,29,17
3827,Scott,Iowa,August,7,28,16
3828,Scott,Iowa,January,4,-1,-10
3829,Scott,Iowa,February,4,1,-8
3830,Scott,Iowa,March,6,9,-2
3831,Scott,Iowa,April,8,16,4
3836,Scott,Iowa,septiembre,5,25,11
3837,Scott,Iowa,October,6,18,5
3838,Scott,Iowa,November,5,9,-1
3839,Scott,Iowa,December,5,1,-7
3840,Story,Iowa,May,10,22,10
3841,Story,Iowa,June,9,27,16
3842,Story,Iowa,July,7,29,17
3843,Story,Iowa,August,8,28,16
3844,Story,Iowa,January,2,-1,-11
3845,Story,Iowa,February,3,1,-9
3846,Story,Iowa,March,5,8,-3
3847,Story,Iowa,April,8,16,4
3852,Story,Iowa,septiembre,5,25,11
3853,Story,Iowa,October,7,17,4
3854,Story,Iowa,November,4,9,-2
3855,Story,Iowa,December,3,1,-9
3856,Woodbury,Iowa,May,9,23,9
3857,Woodbury,Iowa,June,8,28,15
3858,Woodbury,Iowa,July,6,30,17
3859,Woodbury,Iowa,August,6,28,16
3860,Woodbury,Iowa,January,2,-2,-12
3861,Woodbury,Iowa,February,3,1,-10
3862,Woodbury,Iowa,March,5,9,-3
3863,Woodbury,Iowa,April,7,17,3
3868,Woodbury,Iowa,septiembre,6,25,11
3869,Woodbury,Iowa,October,5,18,4
3870,Woodbury,Iowa,November,4,8,-3
3871,Woodbury,Iowa,December,3,1,-10
3872,Butler,Kansas,May,8,25,13
3873,Butler,Kansas,June,7,30,18
3874,Butler,Kansas,July,6,33,20
3875,Butler,Kansas,August,6,32,19
3876,Butler,Kansas,January,3,6,-7
3877,Butler,Kansas,February,4,9,-4
3878,Butler,Kansas,March,5,15,1
3879,Butler,Kansas,April,6,21,7
3884,Butler,Kansas,septiembre,5,28,15
3885,Butler,Kansas,October,5,22,8
3886,Butler,Kansas,November,4,14,1
3887,Butler,Kansas,December,3,7,-5
3888,Douglas,Kansas,May,9,25,14
3889,Douglas,Kansas,June,7,30,19
3890,Douglas,Kansas,July,6,33,21
3891,Douglas,Kansas,August,6,32,20
3892,Douglas,Kansas,January,3,5,-6
3893,Douglas,Kansas,February,4,8,-4
3894,Douglas,Kansas,March,6,14,2
3895,Douglas,Kansas,April,7,20,8
3900,Douglas,Kansas,septiembre,6,28,16
3901,Douglas,Kansas,October,6,21,9
3902,Douglas,Kansas,November,4,13,2
3903,Douglas,Kansas,December,4,6,-4
3904,Johnson,Kansas,May,9,24,13
3905,Johnson,Kansas,June,8,29,18
3906,Johnson,Kansas,July,6,32,21
3907,Johnson,Kansas,August,6,31,20
3908,Johnson,Kansas,January,2,4,-6
3909,Johnson,Kansas,February,4,7,-4
3910,Johnson,Kansas,March,6,13,2
3911,Johnson,Kansas,April,7,19,7
3916,Johnson,Kansas,septiembre,6,27,15
3917,Johnson,Kansas,October,6,20,9
3918,Johnson,Kansas,November,3,12,2
3919,Johnson,Kansas,December,3,6,-4
3920,Leavenworth,Kansas,May,9,24,11
3921,Leavenworth,Kansas,June,8,29,18
3922,Leavenworth,Kansas,July,6,31,20
3923,Leavenworth,Kansas,August,6,30,19
3924,Leavenworth,Kansas,January,3,4,-8
3925,Leavenworth,Kansas,February,4,6,-7
3926,Leavenworth,Kansas,March,6,13,0
3927,Leavenworth,Kansas,April,7,19,5
3932,Leavenworth,Kansas,septiembre,6,26,14
3933,Leavenworth,Kansas,October,6,20,6
3934,Leavenworth,Kansas,November,4,13,0
3935,Leavenworth,Kansas,December,4,6,-6
3936,Riley,Kansas,May,8,23,10
3937,Riley,Kansas,June,7,29,16
3938,Riley,Kansas,July,6,32,19
3939,Riley,Kansas,August,6,31,17
3940,Riley,Kansas,January,2,3,-10
3941,Riley,Kansas,February,2,5,-8
3942,Riley,Kansas,March,4,12,-2
3943,Riley,Kansas,April,7,18,4
3948,Riley,Kansas,septiembre,5,26,12
3949,Riley,Kansas,October,5,20,5
3950,Riley,Kansas,November,3,12,-2
3951,Riley,Kansas,December,2,5,-8
3952,Sedgwick,Kansas,May,8,25,13
3953,Sedgwick,Kansas,June,7,31,18
3954,Sedgwick,Kansas,July,5,34,21
3955,Sedgwick,Kansas,August,5,33,20
3956,Sedgwick,Kansas,January,2,5,-6
3957,Sedgwick,Kansas,February,3,9,-4
3958,Sedgwick,Kansas,March,5,15,2
3959,Sedgwick,Kansas,April,6,20,7
3964,Sedgwick,Kansas,septiembre,5,28,15
3965,Sedgwick,Kansas,October,4,21,8
3966,Sedgwick,Kansas,November,3,13,1
3967,Sedgwick,Kansas,December,3,7,-4
3968,Shawnee,Kansas,May,9,25,12
3969,Shawnee,Kansas,June,8,30,18
3970,Shawnee,Kansas,July,6,32,20
3971,Shawnee,Kansas,August,6,32,19
3972,Shawnee,Kansas,January,3,4,-8
3973,Shawnee,Kansas,February,3,7,-5
3974,Shawnee,Kansas,March,6,14,1
3975,Shawnee,Kansas,April,7,20,6
3980,Shawnee,Kansas,septiembre,6,27,14
3981,Shawnee,Kansas,October,5,21,7
3982,Shawnee,Kansas,November,4,13,0
3983,Shawnee,Kansas,December,4,6,-5
3984,Wyandotte,Kansas,May,9,24,11
3985,Wyandotte,Kansas,June,8,29,18
3986,Wyandotte,Kansas,July,6,31,20
3987,Wyandotte,Kansas,August,6,30,19
3988,Wyandotte,Kansas,January,3,4,-8
3989,Wyandotte,Kansas,February,4,6,-7
3990,Wyandotte,Kansas,March,6,13,0
3991,Wyandotte,Kansas,April,7,19,5
3996,Wyandotte,Kansas,septiembre,6,26,14
3997,Wyandotte,Kansas,October,6,20,6
3998,Wyandotte,Kansas,November,4,13,0
3999,Wyandotte,Kansas,December,4,6,-6
4000,Boone,Kentucky,May,10,24,12
4001,Boone,Kentucky,June,8,28,17
4002,Boone,Kentucky,July,8,30,19
4003,Boone,Kentucky,August,7,30,18
4004,Boone,Kentucky,January,8,4,-5
4005,Boone,Kentucky,February,7,6,-3
4006,Boone,Kentucky,March,10,12,1
4007,Boone,Kentucky,April,9,19,7
4012,Boone,Kentucky,septiembre,6,26,14
4013,Boone,Kentucky,October,7,20,8
4014,Boone,Kentucky,November,8,13,2
4015,Boone,Kentucky,December,8,6,-2
4016,Bullitt,Kentucky,May,9,26,12
4017,Bullitt,Kentucky,June,8,30,16
4018,Bullitt,Kentucky,July,8,32,19
4019,Bullitt,Kentucky,August,7,31,18
4020,Bullitt,Kentucky,January,7,7,-4
4021,Bullitt,Kentucky,February,7,10,-3
4022,Bullitt,Kentucky,March,9,16,2
4023,Bullitt,Kentucky,April,9,22,7
4028,Bullitt,Kentucky,septiembre,6,28,14
4029,Bullitt,Kentucky,October,6,22,8
4030,Bullitt,Kentucky,November,8,15,3
4031,Bullitt,Kentucky,December,7,9,-2
4032,Campbell,Kentucky,May,9,23,10
4033,Campbell,Kentucky,June,7,27,15
4034,Campbell,Kentucky,July,7,30,18
4035,Campbell,Kentucky,August,6,29,17
4036,Campbell,Kentucky,January,7,3,-6
4037,Campbell,Kentucky,February,7,6,-5
4038,Campbell,Kentucky,March,9,12,-1
4039,Campbell,Kentucky,April,8,18,4
4044,Campbell,Kentucky,septiembre,5,26,13
4045,Campbell,Kentucky,October,6,19,6
4046,Campbell,Kentucky,November,7,13,1
4047,Campbell,Kentucky,December,8,6,-4
4048,Christian,Kentucky,May,9,25,13
4049,Christian,Kentucky,June,7,30,17
4050,Christian,Kentucky,July,7,32,20
4051,Christian,Kentucky,August,6,31,19
4052,Christian,Kentucky,January,7,6,-4
4053,Christian,Kentucky,February,7,9,-3
4054,Christian,Kentucky,March,9,15,2
4055,Christian,Kentucky,April,8,21,7
4060,Christian,Kentucky,septiembre,6,28,15
4061,Christian,Kentucky,October,6,22,8
4062,Christian,Kentucky,November,8,15,3
4063,Christian,Kentucky,December,8,9,-2
4064,Daviess,Kentucky,May,8,25,13
4065,Daviess,Kentucky,June,7,30,18
4066,Daviess,Kentucky,July,6,32,20
4067,Daviess,Kentucky,August,6,31,19
4068,Daviess,Kentucky,January,6,6,-4
4069,Daviess,Kentucky,February,7,9,-2
4070,Daviess,Kentucky,March,9,15,3
4071,Daviess,Kentucky,April,8,21,7
4076,Daviess,Kentucky,septiembre,6,28,15
4077,Daviess,Kentucky,October,6,22,8
4078,Daviess,Kentucky,November,7,14,3
4079,Daviess,Kentucky,December,7,8,-2
4080,Fayette,Kentucky,May,9,24,12
4081,Fayette,Kentucky,June,8,28,17
4082,Fayette,Kentucky,July,8,30,19
4083,Fayette,Kentucky,August,7,30,18
4084,Fayette,Kentucky,January,8,5,-4
4085,Fayette,Kentucky,February,8,7,-3
4086,Fayette,Kentucky,March,9,13,2
4087,Fayette,Kentucky,April,9,19,7
4092,Fayette,Kentucky,septiembre,6,26,14
4093,Fayette,Kentucky,October,6,20,8
4094,Fayette,Kentucky,November,8,13,3
4095,Fayette,Kentucky,December,8,7,-2
4096,Hardin,Kentucky,May,10,24,12
4097,Hardin,Kentucky,June,9,28,17
4098,Hardin,Kentucky,July,7,30,19
4099,Hardin,Kentucky,August,6,30,18
4100,Hardin,Kentucky,January,9,6,-4
4101,Hardin,Kentucky,February,7,9,-2
4102,Hardin,Kentucky,March,9,14,2
4103,Hardin,Kentucky,April,10,20,7
4108,Hardin,Kentucky,septiembre,7,27,14
4109,Hardin,Kentucky,October,6,21,7
4110,Hardin,Kentucky,November,7,14,2
4111,Hardin,Kentucky,December,9,7,-3
4112,Jefferson,Kentucky,May,9,25,14
4113,Jefferson,Kentucky,June,8,29,19
4114,Jefferson,Kentucky,July,8,31,21
4115,Jefferson,Kentucky,August,6,31,20
4116,Jefferson,Kentucky,January,7,5,-4
4117,Jefferson,Kentucky,February,7,8,-2
4118,Jefferson,Kentucky,March,9,14,3
4119,Jefferson,Kentucky,April,9,20,8
4124,Jefferson,Kentucky,septiembre,6,27,16
4125,Jefferson,Kentucky,October,6,21,9
4126,Jefferson,Kentucky,November,7,14,4
4127,Jefferson,Kentucky,December,8,8,-1
4128,Kenton,Kentucky,May,10,23,12
4129,Kenton,Kentucky,June,8,28,16
4130,Kenton,Kentucky,July,8,30,19
4131,Kenton,Kentucky,August,7,29,18
4132,Kenton,Kentucky,January,8,3,-6
4133,Kenton,Kentucky,February,7,6,-4
4134,Kenton,Kentucky,March,10,12,1
4135,Kenton,Kentucky,April,9,18,6
4140,Kenton,Kentucky,septiembre,6,26,14
4141,Kenton,Kentucky,October,7,19,7
4142,Kenton,Kentucky,November,8,12,2
4143,Kenton,Kentucky,December,8,6,-3
4144,McCracken,Kentucky,May,9,26,14
4145,McCracken,Kentucky,June,7,30,18
4146,McCracken,Kentucky,July,6,32,20
4147,McCracken,Kentucky,August,5,31,19
4148,McCracken,Kentucky,January,7,6,-4
4149,McCracken,Kentucky,February,6,9,-2
4150,McCracken,Kentucky,March,9,15,3
4151,McCracken,Kentucky,April,8,21,8
4156,McCracken,Kentucky,septiembre,5,28,15
4157,McCracken,Kentucky,October,6,22,8
4158,McCracken,Kentucky,November,7,14,3
4159,McCracken,Kentucky,December,8,8,-1
4160,Madison,Kentucky,May,10,24,12
4161,Madison,Kentucky,June,8,28,16
4162,Madison,Kentucky,July,9,30,19
4163,Madison,Kentucky,August,7,30,18
4164,Madison,Kentucky,January,9,5,-5
4165,Madison,Kentucky,February,8,8,-3
4166,Madison,Kentucky,March,10,13,1
4167,Madison,Kentucky,April,9,19,6
4172,Madison,Kentucky,septiembre,6,26,13
4173,Madison,Kentucky,October,7,20,7
4174,Madison,Kentucky,November,8,14,2
4175,Madison,Kentucky,December,9,7,-3
4176,Oldham,Kentucky,May,11,25,11
4177,Oldham,Kentucky,June,9,29,16
4178,Oldham,Kentucky,July,8,31,18
4179,Oldham,Kentucky,August,6,31,18
4180,Oldham,Kentucky,January,8,5,-5
4181,Oldham,Kentucky,February,7,7,-3
4182,Oldham,Kentucky,March,10,13,1
4183,Oldham,Kentucky,April,10,20,6
4188,Oldham,Kentucky,septiembre,6,27,13
4189,Oldham,Kentucky,October,6,20,7
4190,Oldham,Kentucky,November,8,13,1
4191,Oldham,Kentucky,December,10,6,-3
4192,Warren,Kentucky,May,9,25,13
4193,Warren,Kentucky,June,8,30,18
4194,Warren,Kentucky,July,8,32,20
4195,Warren,Kentucky,August,6,31,19
4196,Warren,Kentucky,January,8,7,-3
4197,Warren,Kentucky,February,8,9,-2
4198,Warren,Kentucky,March,9,15,3
4199,Warren,Kentucky,April,9,21,8
4204,Warren,Kentucky,septiembre,6,28,15
4205,Warren,Kentucky,October,6,21,8
4206,Warren,Kentucky,November,8,15,3
4207,Warren,Kentucky,December,9,9,-1
4208,Ascension,Louisiana,May,6,29,18
4209,Ascension,Louisiana,June,9,32,22
4210,Ascension,Louisiana,July,11,33,23
4211,Ascension,Louisiana,August,10,33,23
4212,Ascension,Louisiana,January,8,17,5
4213,Ascension,Louisiana,February,6,19,7
4214,Ascension,Louisiana,March,6,22,10
4215,Ascension,Louisiana,April,5,26,14
4220,Ascension,Louisiana,septiembre,8,31,21
4221,Ascension,Louisiana,October,4,27,15
4222,Ascension,Louisiana,November,5,22,10
4223,Ascension,Louisiana,December,7,18,6
4224,Bossier,Louisiana,May,7,28,17
4225,Bossier,Louisiana,June,5,32,22
4226,Bossier,Louisiana,July,5,34,23
4227,Bossier,Louisiana,August,5,34,23
4228,Bossier,Louisiana,January,6,13,2
4229,Bossier,Louisiana,February,6,15,4
4230,Bossier,Louisiana,March,6,20,8
4231,Bossier,Louisiana,April,5,24,12
4236,Bossier,Louisiana,septiembre,4,31,19
4237,Bossier,Louisiana,October,5,25,12
4238,Bossier,Louisiana,November,6,19,7
4239,Bossier,Louisiana,December,7,14,3
4240,Caddo,Louisiana,May,6,28,17
4241,Caddo,Louisiana,June,6,32,22
4242,Caddo,Louisiana,July,5,34,23
4243,Caddo,Louisiana,August,4,34,23
4244,Caddo,Louisiana,January,6,13,2
4245,Caddo,Louisiana,February,6,15,4
4246,Caddo,Louisiana,March,7,20,8
4247,Caddo,Louisiana,April,6,24,12
4252,Caddo,Louisiana,septiembre,5,31,19
4253,Caddo,Louisiana,October,5,25,13
4254,Caddo,Louisiana,November,6,19,8
4255,Caddo,Louisiana,December,7,14,3
4256,Calcasieu,Louisiana,May,6,30,20
4257,Calcasieu,Louisiana,June,8,33,24
4258,Calcasieu,Louisiana,July,9,33,24
4259,Calcasieu,Louisiana,August,8,34,24
4260,Calcasieu,Louisiana,January,7,17,6
4261,Calcasieu,Louisiana,February,6,19,10
4262,Calcasieu,Louisiana,March,6,23,13
4263,Calcasieu,Louisiana,April,5,26,16
4268,Calcasieu,Louisiana,septiembre,7,32,22
4269,Calcasieu,Louisiana,October,5,28,16
4270,Calcasieu,Louisiana,November,6,22,11
4271,Calcasieu,Louisiana,December,7,19,9
4272,East Baton Rouge,Louisiana,May,6,29,18
4273,East Baton Rouge,Louisiana,June,9,32,21
4274,East Baton Rouge,Louisiana,July,10,33,22
4275,East Baton Rouge,Louisiana,August,9,33,22
4276,East Baton Rouge,Louisiana,January,8,16,4
4277,East Baton Rouge,Louisiana,February,7,18,6
4278,East Baton Rouge,Louisiana,March,7,22,10
4279,East Baton Rouge,Louisiana,April,5,26,13
4284,East Baton Rouge,Louisiana,septiembre,7,31,20
4285,East Baton Rouge,Louisiana,October,5,27,14
4286,East Baton Rouge,Louisiana,November,6,22,9
4287,East Baton Rouge,Louisiana,December,7,18,6
4288,Iberia,Louisiana,May,3,28,21
4289,Iberia,Louisiana,June,6,31,24
4290,Iberia,Louisiana,July,8,32,25
4291,Iberia,Louisiana,August,8,32,25
4292,Iberia,Louisiana,January,6,16,8
4293,Iberia,Louisiana,February,5,18,10
4294,Iberia,Louisiana,March,5,21,13
4295,Iberia,Louisiana,April,4,24,17
4300,Iberia,Louisiana,septiembre,8,31,23
4301,Iberia,Louisiana,October,6,26,17
4302,Iberia,Louisiana,November,5,22,13
4303,Iberia,Louisiana,December,6,17,9
4304,Jefferson,Louisiana,May,6,30,19
4305,Jefferson,Louisiana,June,9,32,22
4306,Jefferson,Louisiana,July,12,33,23
4307,Jefferson,Louisiana,August,10,33,23
4308,Jefferson,Louisiana,January,8,17,6
4309,Jefferson,Louisiana,February,6,20,8
4310,Jefferson,Louisiana,March,6,23,11
4311,Jefferson,Louisiana,April,4,26,14
4316,Jefferson,Louisiana,septiembre,9,31,21
4317,Jefferson,Louisiana,October,4,27,15
4318,Jefferson,Louisiana,November,5,22,11
4319,Jefferson,Louisiana,December,7,19,7
4320,Lafayette,Louisiana,May,6,30,19
4321,Lafayette,Louisiana,June,9,32,22
4322,Lafayette,Louisiana,July,11,33,24
4323,Lafayette,Louisiana,August,9,33,23
4324,Lafayette,Louisiana,January,7,16,6
4325,Lafayette,Louisiana,February,6,18,8
4326,Lafayette,Louisiana,March,6,22,11
4327,Lafayette,Louisiana,April,5,26,15
4332,Lafayette,Louisiana,septiembre,7,31,21
4333,Lafayette,Louisiana,October,5,27,15
4334,Lafayette,Louisiana,November,6,22,10
4335,Lafayette,Louisiana,December,7,18,7
4336,Lafourche,Louisiana,May,6,28,21
4337,Lafourche,Louisiana,June,9,32,24
4338,Lafourche,Louisiana,July,11,32,25
4339,Lafourche,Louisiana,August,10,32,25
4340,Lafourche,Louisiana,January,7,18,9
4341,Lafourche,Louisiana,February,6,20,11
4342,Lafourche,Louisiana,March,6,23,14
4343,Lafourche,Louisiana,April,4,26,17
4348,Lafourche,Louisiana,septiembre,7,31,23
4349,Lafourche,Louisiana,October,4,27,18
4350,Lafourche,Louisiana,November,5,22,13
4351,Lafourche,Louisiana,December,6,19,11
4352,Livingston,Louisiana,May,6,29,16
4353,Livingston,Louisiana,June,9,33,20
4354,Livingston,Louisiana,July,11,33,21
4355,Livingston,Louisiana,August,9,33,21
4356,Livingston,Louisiana,January,8,15,3
4357,Livingston,Louisiana,February,7,18,4
4358,Livingston,Louisiana,March,7,22,9
4359,Livingston,Louisiana,April,5,26,12
4364,Livingston,Louisiana,septiembre,7,31,19
4365,Livingston,Louisiana,October,5,26,13
4366,Livingston,Louisiana,November,6,21,8
4367,Livingston,Louisiana,December,7,17,5
4368,Orleans,Louisiana,May,4,29,20
4369,Orleans,Louisiana,June,10,32,23
4370,Orleans,Louisiana,July,11,33,24
4371,Orleans,Louisiana,August,12,33,25
4372,Orleans,Louisiana,January,7,18,7
4373,Orleans,Louisiana,February,6,19,9
4374,Orleans,Louisiana,March,5,23,12
4375,Orleans,Louisiana,April,4,26,16
4380,Orleans,Louisiana,septiembre,8,31,22
4381,Orleans,Louisiana,October,5,27,17
4382,Orleans,Louisiana,November,5,22,12
4383,Orleans,Louisiana,December,6,18,8
4384,Ouachita,Louisiana,May,7,28,16
4385,Ouachita,Louisiana,June,7,32,20
4386,Ouachita,Louisiana,July,6,34,22
4387,Ouachita,Louisiana,August,6,34,21
4388,Ouachita,Louisiana,January,8,13,1
4389,Ouachita,Louisiana,February,7,16,2
4390,Ouachita,Louisiana,March,7,20,7
4391,Ouachita,Louisiana,April,6,25,11
4396,Ouachita,Louisiana,septiembre,5,31,17
4397,Ouachita,Louisiana,October,5,25,11
4398,Ouachita,Louisiana,November,6,19,6
4399,Ouachita,Louisiana,December,7,15,2
4400,Rapides,Louisiana,May,6,29,20
4401,Rapides,Louisiana,June,6,32,23
4402,Rapides,Louisiana,July,9,33,24
4403,Rapides,Louisiana,August,8,33,24
4404,Rapides,Louisiana,January,8,15,5
